"age","gender","marital_status","annual_income","employment_status","debt_to_income_ratio","credit_score","loan_amount","loan_purpose","interest_rate","loan_term","grade_subgrade","num_of_open_accounts","total_credit_limit","current_balance","delinquency_history","public_records","loan_paid_back","credit_score_category","loan_term_years","borrower_grade","age_group","debt_to_income_rating","loan_amount_segments","loan_paid_back_cat"
"53","Male","Single","25184.52","Employed","0.153","620","3587.78","Home","16.66","36","D2","3","27170.5","20646.2","3","0","0","2-Standard","3","D","50-59","1. Excellent(<20%)","<9k","default"
"38","Female","Single","63523.66","Employed","0.225","627","23355.75","Debt consolidation","16.08","36","D5","1","60040.14","44723.22","4","0","1","2-Standard","3","D","35-49","2. Standard(20-35%)","21k","paid"
"65","Female","Single","15035.58","Employed","0.085","673","11853.09","Debt consolidation","7.83","60","C3","4","22587.21","11713.29","0","1","0","2-Standard","5","C","60+","1. Excellent(<20%)","9-15k","default"
"49","Female","Single","20916.76","Employed","0.19","603","26529.52","Home","12.66","60","E5","3","17902.69","1889.58","4","0","0","2-Standard","5","E","35-49","1. Excellent(<20%)","21k","default"
"52","Male","Married","22883.93","Student","0.159","637","20453.93","Debt consolidation","13.08","60","D5","4","29685.92","10438.99","2","0","0","2-Standard","5","D","50-59","1. Excellent(<20%)","15-21k","default"
"53","Male","Married","43060.63","Employed","0.094","611","9579.65","Education","13.79","60","D3","2","38665.14","18520.24","1","0","1","2-Standard","5","D","50-59","1. Excellent(<20%)","9-15k","paid"
"25","Female","Married","43514.87","Self-employed","0.139","721","19559.91","Car","13.97","60","C4","5","57499.6","52818.91","1","0","0","2-Standard","5","C","25-34","1. Excellent(<20%)","15-21k","default"
"38","Male","Single","25182.67","Employed","0.362","740","21336.77","Business","9.48","60","B5","6","29569.86","16106.24","5","0","1","1-Excellent","5","B","35-49","3. Risky(36-43%)","21k","paid"
"68","Male","Married","31209.91","Employed","0.256","779","23984.97","Business","7.53","36","B4","8","48041.6","10520.99","2","0","0","1-Excellent","3","B","60+","2. Standard(20-35%)","21k","default"
"30","Female","Married","6000","Self-employed","0.221","805","22268.79","Car","8.31","60","A1","6","14038.44","2337.27","5","0","1","1-Excellent","5","A","25-34","2. Standard(20-35%)","21k","paid"
"56","Other","Single","33175.54","Employed","0.248","606","22463.42","Debt consolidation","15.76","60","E2","4","23105.41","7951.53","3","0","1","2-Standard","5","E","50-59","2. Standard(20-35%)","21k","paid"
"53","Female","Divorced","39413.15","Employed","0.01","636","500","Business","13.95","60","D2","6","50219.2","39362.9","3","0","1","2-Standard","5","D","50-59","1. Excellent(<20%)","<9k","paid"
"43","Female","Single","69215.85","Employed","0.102","548","19139.36","Education","14.64","60","F3","7","50911.12","25825.81","0","0","0","3-Risky","5","F","35-49","1. Excellent(<20%)","15-21k","default"
"60","Male","Divorced","35750.53","Employed","0.303","704","32966.59","Education","9.83","36","C5","9","37237.48","17720.79","1","0","1","2-Standard","3","C","60+","2. Standard(20-35%)","21k","paid"
"25","Male","Single","55097.67","Unemployed","0.298","779","16711.35","Debt consolidation","9.45","60","B5","7","64019.69","48392.56","2","0","0","1-Excellent","5","B","25-34","2. Standard(20-35%)","15-21k","default"
"54","Male","Married","31235.31","Employed","0.305","624","27725.57","Other","13.74","36","D5","7","25145.98","11054.28","2","0","1","2-Standard","3","D","50-59","2. Standard(20-35%)","21k","paid"
"44","Female","Widowed","125785.23","Employed","0.146","739","18371.13","Debt consolidation","8.3","36","C1","5","94361.2","47151.39","3","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","15-21k","paid"
"37","Male","Married","38257.48","Self-employed","0.183","656","11079.76","Education","12.7","60","D5","7","53059.89","23242.47","0","0","1","2-Standard","5","D","35-49","1. Excellent(<20%)","9-15k","paid"
"51","Female","Married","37718.45","Employed","0.315","775","11295.12","Medical","10.87","60","B4","4","41719.95","22249.53","1","1","1","1-Excellent","5","B","50-59","2. Standard(20-35%)","9-15k","paid"
"27","Male","Married","21006.77","Employed","0.237","650","18323.76","Debt consolidation","15.72","36","D2","6","30799.59","19575.15","3","0","1","2-Standard","3","D","25-34","2. Standard(20-35%)","15-21k","paid"
"37","Female","Single","63685.42","Unemployed","0.033","692","17731.47","Home","16.83","36","C5","6","86817.29","47119.24","1","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","15-21k","paid"
"48","Female","Single","46787.21","Employed","0.142","645","14358.83","Car","10.9","36","D1","3","58071.97","37773.64","3","0","1","2-Standard","3","D","35-49","1. Excellent(<20%)","9-15k","paid"
"58","Female","Single","73978.68","Self-employed","0.352","749","6909.81","Debt consolidation","10.67","36","B4","6","115711.27","34052.44","2","1","1","1-Excellent","3","B","50-59","3. Risky(36-43%)","<9k","paid"
"42","Male","Single","27679.77","Employed","0.176","722","12271.02","Debt consolidation","9.32","60","C1","4","18363.91","15410.46","1","0","1","2-Standard","5","C","35-49","1. Excellent(<20%)","9-15k","paid"
"35","Female","Divorced","40722.33","Employed","0.198","641","19322.5","Home","9.1","36","D2","5","62002.23","30353.1","3","0","0","2-Standard","3","D","35-49","1. Excellent(<20%)","15-21k","default"
"57","Male","Married","89784.95","Employed","0.397","650","9941.46","Debt consolidation","15.67","60","D1","2","125876","28179.39","1","0","1","2-Standard","5","D","50-59","3. Risky(36-43%)","9-15k","paid"
"35","Female","Single","121956.21","Employed","0.213","676","15878.17","Business","13.25","60","C1","7","82444.25","18787.86","2","0","1","2-Standard","5","C","35-49","2. Standard(20-35%)","15-21k","paid"
"70","Female","Married","73004.25","Employed","0.139","850","22041.01","Car","8.93","36","A4","6","113523.65","90242.24","1","0","1","1-Excellent","3","A","60+","1. Excellent(<20%)","21k","paid"
"70","Male","Single","55027.81","Employed","0.082","712","19927.43","Debt consolidation","11.73","60","C1","4","62980.42","8643.07","2","0","1","2-Standard","5","C","60+","1. Excellent(<20%)","15-21k","paid"
"45","Female","Single","18608.47","Self-employed","0.315","701","9050.23","Business","13.17","36","C2","7","19069.6","8010.13","4","0","1","2-Standard","3","C","35-49","2. Standard(20-35%)","9-15k","paid"
"73","Female","Married","30187.73","Unemployed","0.168","579","9835.77","Car","15.22","36","F2","5","47987.82","5146.63","2","0","0","3-Risky","3","F","60+","1. Excellent(<20%)","9-15k","default"
"41","Female","Single","10245.9","Employed","0.056","570","9433.52","Debt consolidation","16.2","36","F2","4","10565.84","4203.56","5","0","1","3-Risky","3","F","35-49","1. Excellent(<20%)","9-15k","paid"
"75","Female","Single","51593.22","Employed","0.263","668","23867.03","Debt consolidation","13.3","36","D3","4","60440.35","53193.07","2","0","1","2-Standard","3","D","60+","2. Standard(20-35%)","21k","paid"
"58","Male","Married","33250.49","Employed","0.183","746","10235.45","Debt consolidation","9.87","36","B4","6","53701.07","10010.28","1","0","1","1-Excellent","3","B","50-59","1. Excellent(<20%)","9-15k","paid"
"22","Male","Widowed","54165.6","Employed","0.052","825","19045.43","Other","5.46","36","A2","4","46592.67","24527.52","2","0","1","1-Excellent","3","A","<25","1. Excellent(<20%)","15-21k","paid"
"47","Male","Married","31477.72","Employed","0.023","610","26306.97","Debt consolidation","13.51","36","D3","3","25053.23","6000.99","1","0","1","2-Standard","3","D","35-49","1. Excellent(<20%)","21k","paid"
"69","Other","Single","22537.89","Unemployed","0.284","604","29118.93","Home","11.92","36","E5","4","36831.94","7961.6","2","0","0","2-Standard","3","E","60+","2. Standard(20-35%)","21k","default"
"52","Male","Single","27464.3","Unemployed","0.019","659","14653.54","Education","13.34","36","D3","3","37981.97","12853.77","1","0","1","2-Standard","3","D","50-59","1. Excellent(<20%)","9-15k","paid"
"41","Female","Married","91775.19","Employed","0.122","611","11808.58","Debt consolidation","12.06","36","D3","2","97194.56","4880.28","4","0","1","2-Standard","3","D","35-49","1. Excellent(<20%)","9-15k","paid"
"24","Female","Married","80141.26","Unemployed","0.123","759","20631.24","Debt consolidation","9.22","36","B1","6","53565.95","12643.61","2","0","1","1-Excellent","3","B","<25","1. Excellent(<20%)","15-21k","paid"
"64","Female","Married","35701.82","Unemployed","0.136","704","17295.58","Other","11.09","36","C4","2","33878.71","14263.31","1","0","0","2-Standard","3","C","60+","1. Excellent(<20%)","15-21k","default"
"39","Male","Divorced","92640.92","Self-employed","0.272","654","25785.53","Car","8.89","36","D4","5","139730.4","26702.4","3","1","1","2-Standard","3","D","35-49","2. Standard(20-35%)","21k","paid"
"22","Male","Married","69123.17","Unemployed","0.086","665","17901.73","Home","10.21","36","D2","7","108199.46","39533.49","1","0","0","2-Standard","3","D","<25","1. Excellent(<20%)","15-21k","default"
"46","Male","Married","27429.19","Employed","0.232","754","33971.47","Debt consolidation","12.83","36","B4","4","39771.43","15653.04","3","0","0","1-Excellent","3","B","35-49","2. Standard(20-35%)","21k","default"
"54","Male","Single","24532.8","Student","0.363","729","7898.13","Debt consolidation","12.13","36","C1","3","16423.09","14948.35","5","0","0","2-Standard","3","C","50-59","3. Risky(36-43%)","<9k","default"
"34","Male","Married","20903.62","Self-employed","0.146","728","7741.53","Debt consolidation","12.47","60","C1","5","22212.79","19535.49","3","0","1","2-Standard","5","C","25-34","1. Excellent(<20%)","<9k","paid"
"35","Male","Married","32028.32","Employed","0.166","763","500","Debt consolidation","11.73","36","B1","4","31314.96","18623.34","1","0","1","1-Excellent","3","B","35-49","1. Excellent(<20%)","<9k","paid"
"40","Female","Single","58253.7","Employed","0.194","659","16048.59","Car","17.09","36","D2","6","61933.7","48347.88","1","0","0","2-Standard","3","D","35-49","1. Excellent(<20%)","15-21k","default"
"54","Male","Married","26555.51","Employed","0.043","648","500","Car","14.74","60","D3","4","36700.02","3619.98","2","0","1","2-Standard","5","D","50-59","1. Excellent(<20%)","<9k","paid"
"56","Male","Single","20599.95","Self-employed","0.354","649","25977.69","Other","10.59","36","D2","4","33561.98","27679.92","2","0","1","2-Standard","3","D","50-59","3. Risky(36-43%)","21k","paid"
"39","Male","Married","92170.15","Unemployed","0.386","546","26415.38","Home","16.52","36","F5","7","109579.35","56174.75","1","0","0","3-Risky","3","F","35-49","3. Risky(36-43%)","21k","default"
"29","Male","Single","49787.69","Employed","0.362","662","8378.11","Other","9.1","60","D4","5","30120.95","13039.21","5","0","1","2-Standard","5","D","25-34","3. Risky(36-43%)","<9k","paid"
"27","Male","Married","35243.7","Self-employed","0.096","720","23354.29","Debt consolidation","14.48","36","C5","3","37389.07","26253.8","2","0","1","2-Standard","3","C","25-34","1. Excellent(<20%)","21k","paid"
"50","Male","Single","9864.42","Employed","0.152","583","20204.3","Other","18.64","36","E2","5","18448.99","4819.55","3","0","1","2-Standard","3","E","50-59","1. Excellent(<20%)","15-21k","paid"
"33","Female","Married","58871.44","Employed","0.05","710","10157.11","Education","13.95","36","C2","7","90531.81","62524.53","1","0","1","2-Standard","3","C","25-34","1. Excellent(<20%)","9-15k","paid"
"47","Male","Single","17323.75","Unemployed","0.34","759","17272.66","Debt consolidation","10.96","60","B1","4","24570.08","21324.08","2","0","0","1-Excellent","5","B","35-49","2. Standard(20-35%)","15-21k","default"
"64","Female","Married","40742.46","Employed","0.161","729","13991.99","Other","12.96","36","C1","5","48776.22","4375.2","2","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","9-15k","paid"
"55","Male","Single","58972.97","Employed","0.041","592","4757.43","Debt consolidation","13.04","36","E2","12","45195.02","5671.85","1","0","1","2-Standard","3","E","50-59","1. Excellent(<20%)","<9k","paid"
"33","Female","Married","71346.32","Employed","0.061","706","21449.31","Medical","14.07","36","C4","5","109118.37","38532.86","2","0","1","2-Standard","3","C","25-34","1. Excellent(<20%)","21k","paid"
"35","Female","Single","20548.1","Student","0.103","731","10733.22","Car","11.01","36","C4","5","23039.22","8496.06","2","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","9-15k","paid"
"66","Female","Married","69256.35","Self-employed","0.179","665","34885.33","Education","13.18","36","D4","4","39776.58","22871.82","2","0","1","2-Standard","3","D","60+","1. Excellent(<20%)","21k","paid"
"29","Female","Married","39230.93","Employed","0.203","608","20596.13","Car","11.1","36","E2","4","46834.21","22575.61","2","0","1","2-Standard","3","E","25-34","2. Standard(20-35%)","15-21k","paid"
"65","Male","Married","46812.02","Employed","0.134","702","13817.89","Other","9.65","60","C2","5","32771.89","6897.66","1","0","1","2-Standard","5","C","60+","1. Excellent(<20%)","9-15k","paid"
"43","Male","Single","17948.78","Self-employed","0.166","614","13031.3","Medical","9.44","36","D1","6","20093.02","3460.87","1","0","0","2-Standard","3","D","35-49","1. Excellent(<20%)","9-15k","default"
"74","Male","Married","14029.27","Employed","0.13","756","29484.46","Home","10.71","36","B3","5","23938.46","6131.38","1","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","21k","paid"
"56","Male","Married","114538.17","Employed","0.061","756","38197.92","Home","12.73","60","B5","2","166523.09","67100.14","1","0","1","1-Excellent","5","B","50-59","1. Excellent(<20%)","21k","paid"
"73","Male","Married","98619.34","Employed","0.04","670","5062.06","Debt consolidation","11.93","36","C4","7","77184.8","32221.14","5","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","<9k","paid"
"60","Female","Single","11438.53","Employed","0.045","730","5126.42","Debt consolidation","12.08","36","C3","9","20653.55","3558.74","1","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","<9k","paid"
"23","Male","Single","60356.48","Employed","0.165","662","15367.76","Debt consolidation","13.63","36","D3","5","69405.04","31356.7","5","0","1","2-Standard","3","D","<25","1. Excellent(<20%)","15-21k","paid"
"54","Male","Married","27657.13","Employed","0.178","764","11999.09","Debt consolidation","13.7","60","B2","3","33931.19","5906.1","1","0","1","1-Excellent","5","B","50-59","1. Excellent(<20%)","9-15k","paid"
"39","Male","Single","67160.58","Employed","0.218","633","14779.68","Debt consolidation","17.56","60","D3","1","44052.12","38462.1","2","0","0","2-Standard","5","D","35-49","2. Standard(20-35%)","9-15k","default"
"48","Female","Married","14421.03","Employed","0.228","620","9050.28","Debt consolidation","17.62","36","D5","3","11080.51","5108.94","3","0","1","2-Standard","3","D","35-49","2. Standard(20-35%)","9-15k","paid"
"43","Other","Married","32561.5","Student","0.225","629","8681.79","Debt consolidation","10.59","36","D5","4","47366.8","37041.8","1","0","0","2-Standard","3","D","35-49","2. Standard(20-35%)","<9k","default"
"60","Female","Single","48641.26","Student","0.123","765","17157.31","Debt consolidation","13.97","36","B2","0","30862.42","11598.59","0","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","15-21k","paid"
"69","Male","Married","12414.31","Employed","0.089","705","17260.41","Debt consolidation","12.57","36","C4","2","17831.23","15909.34","5","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","15-21k","paid"
"65","Male","Married","16124.63","Self-employed","0.155","499","23812.84","Debt consolidation","17.62","36","F1","7","18435.43","12777.12","1","0","1","3-Risky","3","F","60+","1. Excellent(<20%)","21k","paid"
"27","Female","Single","29687.27","Employed","0.1","805","33518.79","Business","12.42","36","A2","5","34079.95","18004.72","3","0","1","1-Excellent","3","A","25-34","1. Excellent(<20%)","21k","paid"
"61","Male","Single","17065.42","Student","0.123","696","12815.6","Other","12.52","60","C1","1","10058.57","7279.35","1","0","0","2-Standard","5","C","60+","1. Excellent(<20%)","9-15k","default"
"32","Female","Married","34236.57","Employed","0.065","606","20109.77","Other","17.49","60","E5","9","43220.86","4667.39","2","0","1","2-Standard","5","E","25-34","1. Excellent(<20%)","15-21k","paid"
"34","Male","Single","31979.38","Employed","0.136","657","2100.23","Debt consolidation","9.94","36","D2","5","23353.14","4606.14","3","0","1","2-Standard","3","D","25-34","1. Excellent(<20%)","<9k","paid"
"66","Male","Married","48472.61","Employed","0.184","707","13297.96","Debt consolidation","16.08","36","C3","4","74758.83","6580.39","1","0","1","2-Standard","3","C","60+","1. Excellent(<20%)","9-15k","paid"
"35","Female","Divorced","51309.45","Employed","0.22","666","19513.69","Home","13.17","36","D3","4","71054.78","51408.4","1","1","1","2-Standard","3","D","35-49","2. Standard(20-35%)","15-21k","paid"
"23","Female","Divorced","26284.3","Employed","0.011","620","34963.67","Other","13.08","60","D4","9","28555.59","4618.63","3","0","1","2-Standard","5","D","<25","1. Excellent(<20%)","21k","paid"
"35","Female","Single","61299.43","Retired","0.261","679","23594.48","Education","12.39","36","C1","7","82783.85","20579.97","1","1","1","2-Standard","3","C","35-49","2. Standard(20-35%)","21k","paid"
"71","Male","Married","17613.69","Employed","0.157","642","8476.45","Debt consolidation","11.65","60","D4","5","28798.85","10731.65","1","0","1","2-Standard","5","D","60+","1. Excellent(<20%)","<9k","paid"
"44","Female","Married","20393.36","Student","0.168","611","23170.45","Other","14.05","36","D5","5","28775.57","20569.76","2","0","0","2-Standard","3","D","35-49","1. Excellent(<20%)","21k","default"
"72","Male","Single","8111.04","Employed","0.236","604","22586.56","Other","14.82","36","E3","2","13639.07","1553.15","3","0","1","2-Standard","3","E","60+","2. Standard(20-35%)","21k","paid"
"66","Male","Single","32166.58","Employed","0.21","658","23530.24","Debt consolidation","16.72","36","D1","7","47505.24","37152.08","1","0","1","2-Standard","3","D","60+","2. Standard(20-35%)","21k","paid"
"28","Male","Single","82132.1","Employed","0.121","489","11976.98","Debt consolidation","15.92","60","F1","2","80817.86","52759.21","3","0","1","3-Risky","5","F","25-34","1. Excellent(<20%)","9-15k","paid"
"25","Female","Married","36548.15","Employed","0.287","659","29815.8","Car","12.26","36","D3","4","22428.14","13114.07","2","0","1","2-Standard","3","D","25-34","2. Standard(20-35%)","21k","paid"
"71","Female","Married","20338.26","Self-employed","0.094","760","16809.59","Education","6.55","36","B2","1","23530.33","5525.62","0","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","15-21k","paid"
"24","Male","Married","9988.94","Employed","0.016","676","28573.65","Debt consolidation","11.24","36","C2","0","8464.99","4125.2","1","0","1","2-Standard","3","C","<25","1. Excellent(<20%)","21k","paid"
"34","Female","Married","11882.99","Self-employed","0.206","625","8912.51","Other","14.75","36","D3","6","12830.07","6570.2","1","0","1","2-Standard","3","D","25-34","2. Standard(20-35%)","<9k","paid"
"36","Male","Married","27695.11","Employed","0.243","587","27932.53","Other","15.43","36","E1","3","33220.64","11364.68","3","0","1","2-Standard","3","E","35-49","2. Standard(20-35%)","21k","paid"
"40","Male","Single","28345.05","Retired","0.035","551","500","Other","14.5","36","F3","2","28388.24","13079.52","0","0","1","3-Risky","3","F","35-49","1. Excellent(<20%)","<9k","paid"
"44","Female","Married","50790.45","Unemployed","0.154","567","500","Education","15.16","36","F2","4","59564.79","35511.54","4","0","0","3-Risky","3","F","35-49","1. Excellent(<20%)","<9k","default"
"26","Female","Married","79395","Unemployed","0.146","585","7636.56","Car","12.55","36","E3","1","52891.51","50087.04","1","0","0","2-Standard","3","E","25-34","1. Excellent(<20%)","<9k","default"
"75","Female","Married","44957.71","Self-employed","0.21","681","12826.15","Debt consolidation","15.63","36","C1","6","52449.72","13815.53","0","0","0","2-Standard","3","C","60+","2. Standard(20-35%)","9-15k","default"
"51","Female","Married","25846.61","Self-employed","0.086","693","500","Debt consolidation","13.65","36","C4","3","28749.62","4267.79","2","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","<9k","paid"
"26","Male","Married","52474.32","Unemployed","0.135","667","19587.06","Debt consolidation","12.35","36","D3","2","51066.99","29261.02","2","0","0","2-Standard","3","D","25-34","1. Excellent(<20%)","15-21k","default"
"55","Female","Divorced","50017.8","Unemployed","0.135","595","20903.37","Debt consolidation","14.75","36","E1","6","36833.57","19366.27","3","0","0","2-Standard","3","E","50-59","1. Excellent(<20%)","15-21k","default"
"35","Female","Married","69816.14","Employed","0.093","641","30005.98","Business","13.68","36","D5","3","56445.42","41095.64","3","0","1","2-Standard","3","D","35-49","1. Excellent(<20%)","21k","paid"
"49","Male","Married","21231.14","Self-employed","0.146","644","10275.01","Business","15.08","36","D4","3","19460.14","16598.29","2","0","1","2-Standard","3","D","35-49","1. Excellent(<20%)","9-15k","paid"
"23","Female","Married","49852.95","Unemployed","0.246","535","16514.1","Medical","13.77","60","F5","6","36138.84","30971.37","1","0","0","3-Risky","5","F","<25","2. Standard(20-35%)","15-21k","default"
"31","Female","Married","52136.99","Self-employed","0.028","729","19713.9","Car","12.71","36","C1","3","50743.6","34354.6","0","0","1","2-Standard","3","C","25-34","1. Excellent(<20%)","15-21k","paid"
"23","Male","Married","31779.12","Employed","0.122","588","18597.26","Debt consolidation","15.03","36","E4","6","47914.63","19776.32","1","0","1","2-Standard","3","E","<25","1. Excellent(<20%)","15-21k","paid"
"48","Other","Single","16129.9","Employed","0.177","824","24072.65","Other","7.51","60","A4","8","29183.87","21613.83","2","0","1","1-Excellent","5","A","35-49","1. Excellent(<20%)","21k","paid"
"30","Male","Single","37300.27","Employed","0.279","710","20234.15","Education","10.9","36","C5","4","58153.99","36570.64","4","0","1","2-Standard","3","C","25-34","2. Standard(20-35%)","15-21k","paid"
"70","Female","Single","23012.41","Self-employed","0.107","616","8895.71","Debt consolidation","12.34","60","D1","7","22450.45","8276.98","3","0","1","2-Standard","5","D","60+","1. Excellent(<20%)","<9k","paid"
"53","Male","Single","62301.96","Self-employed","0.077","754","22588.54","Other","14.37","36","B3","3","36604.31","2224.63","1","0","1","1-Excellent","3","B","50-59","1. Excellent(<20%)","21k","paid"
"68","Female","Married","33613.38","Employed","0.316","685","14935.7","Debt consolidation","10.75","36","C2","2","46373.22","21411.11","7","0","1","2-Standard","3","C","60+","2. Standard(20-35%)","9-15k","paid"
"36","Female","Married","36828.78","Employed","0.156","625","17196.5","Car","14.02","60","D1","9","40851.82","17670.66","1","0","0","2-Standard","5","D","35-49","1. Excellent(<20%)","15-21k","default"
"30","Male","Married","29037.63","Retired","0.193","771","31319.39","Debt consolidation","7.85","60","B1","6","32463.04","13489.69","3","0","1","1-Excellent","5","B","25-34","1. Excellent(<20%)","21k","paid"
"53","Male","Single","30950.92","Employed","0.069","703","26505.41","Other","12.49","36","C2","5","25269.31","18338.72","0","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","21k","paid"
"56","Female","Single","101734.78","Employed","0.217","605","21379.68","Car","13.66","36","E3","5","108701.72","84996.5","1","0","1","2-Standard","3","E","50-59","2. Standard(20-35%)","21k","paid"
"23","Female","Married","51484.61","Employed","0.06","789","16634.26","Debt consolidation","9.28","36","B2","7","48233.27","40571.16","3","0","1","1-Excellent","3","B","<25","1. Excellent(<20%)","15-21k","paid"
"25","Female","Married","15799.97","Employed","0.08","643","9313.02","Debt consolidation","11.97","36","D2","3","12071.65","3389.82","3","0","1","2-Standard","3","D","25-34","1. Excellent(<20%)","9-15k","paid"
"32","Male","Married","35378.62","Employed","0.444","681","12409.3","Car","10.72","60","C4","3","53785.6","26432.4","3","0","1","2-Standard","5","C","25-34","4. Danger(>0.43%)","9-15k","paid"
"64","Male","Divorced","15587.39","Employed","0.225","722","26803.82","Debt consolidation","9.71","60","C5","6","20332.33","8080.93","2","0","1","2-Standard","5","C","60+","2. Standard(20-35%)","21k","paid"
"33","Female","Married","99985.04","Employed","0.117","665","500","Business","15.76","60","D1","7","143485.19","133556.64","1","0","1","2-Standard","5","D","25-34","1. Excellent(<20%)","<9k","paid"
"44","Female","Married","80513.74","Employed","0.101","722","26809.19","Car","15.01","36","C5","8","106221.39","54059.11","0","0","1","2-Standard","3","C","35-49","1. Excellent(<20%)","21k","paid"
"64","Male","Married","100127.76","Student","0.166","663","3361.05","Debt consolidation","12.54","36","D3","5","145398.14","104545.52","4","0","0","2-Standard","3","D","60+","1. Excellent(<20%)","<9k","default"
"52","Female","Single","12557.51","Employed","0.184","586","17385.21","Debt consolidation","14.75","36","E5","5","12092.01","8558.72","2","0","0","2-Standard","3","E","50-59","1. Excellent(<20%)","15-21k","default"
"36","Male","Single","18636.65","Employed","0.264","687","26169.17","Business","13.76","36","C5","6","17730.59","1019.31","4","0","1","2-Standard","3","C","35-49","2. Standard(20-35%)","21k","paid"
"52","Male","Single","21863.44","Employed","0.062","718","17101.25","Business","13.5","36","C1","8","37716.09","12751.38","2","0","1","2-Standard","3","C","50-59","1. Excellent(<20%)","15-21k","paid"
"65","Female","Single","19674.98","Unemployed","0.073","716","3122.1","Debt consolidation","8.29","60","C3","0","25110.38","14545.19","3","0","1","2-Standard","5","C","60+","1. Excellent(<20%)","<9k","paid"
"57","Male","Single","20100.9","Self-employed","0.086","768","30817.94","Debt consolidation","12.55","36","B3","0","13202.46","1472.19","1","1","1","1-Excellent","3","B","50-59","1. Excellent(<20%)","21k","paid"
"56","Male","Married","21302.01","Employed","0.215","596","22366.47","Debt consolidation","11.1","36","E5","2","27936.66","20904.08","2","0","1","2-Standard","3","E","50-59","2. Standard(20-35%)","21k","paid"
"41","Female","Married","30712.48","Self-employed","0.113","614","20179.7","Debt consolidation","7.06","36","D2","8","31009.79","27937.38","0","0","0","2-Standard","3","D","35-49","1. Excellent(<20%)","15-21k","default"
"67","Female","Married","46966.9","Employed","0.109","765","9142.04","Debt consolidation","12.44","36","B4","1","67285.69","20680.39","0","0","1","1-Excellent","3","B","60+","1. Excellent(<20%)","9-15k","paid"
"32","Female","Divorced","51561.23","Unemployed","0.288","759","7758.34","Car","8.13","36","B1","4","72999.48","23819.98","0","0","0","1-Excellent","3","B","25-34","2. Standard(20-35%)","<9k","default"
"71","Female","Widowed","67900.18","Self-employed","0.294","531","20630.18","Debt consolidation","17.28","36","F4","2","48333.1","25128.41","4","0","0","3-Risky","3","F","60+","2. Standard(20-35%)","15-21k","default"
"41","Female","Divorced","44370.3","Retired","0.353","712","4664.27","Debt consolidation","12.65","36","C4","11","61976.27","48459.89","5","0","1","2-Standard","3","C","35-49","3. Risky(36-43%)","<9k","paid"
"71","Male","Married","44403.86","Unemployed","0.206","817","3496.55","Debt consolidation","13.32","36","A1","2","35607.1","28748.33","1","0","1","1-Excellent","3","A","60+","2. Standard(20-35%)","<9k","paid"
"41","Male","Single","78586.61","Employed","0.162","660","17213.66","Home","13.26","36","D1","7","86112.22","62958.43","4","0","1","2-Standard","3","D","35-49","1. Excellent(<20%)","15-21k","paid"
"63","Female","Married","59136.59","Unemployed","0.179","611","22320.46","Vacation","14.83","60","D1","7","84869.27","12806.13","1","0","0","2-Standard","5","D","60+","1. Excellent(<20%)","21k","default"
"73","Male","Married","43945.86","Unemployed","0.072","635","12431.96","Debt consolidation","17.11","36","D4","5","59765.98","9850.02","2","0","0","2-Standard","3","D","60+","1. Excellent(<20%)","9-15k","default"
"26","Female","Married","11834.59","Employed","0.085","532","3197.8","Debt consolidation","18.58","36","F5","5","13288.64","8355.7","2","0","0","3-Risky","3","F","25-34","1. Excellent(<20%)","<9k","default"
"29","Female","Divorced","90735.97","Self-employed","0.059","726","4510.09","Other","9.03","36","C5","3","67504","29064.24","2","0","1","2-Standard","3","C","25-34","1. Excellent(<20%)","<9k","paid"
"21","Male","Married","12851.54","Employed","0.168","654","17852.17","Car","13.61","36","D4","7","21287.53","1741.1","1","0","1","2-Standard","3","D","<25","1. Excellent(<20%)","15-21k","paid"
"32","Female","Married","23078.18","Employed","0.189","618","9140.88","Home","12","36","D3","6","38953.74","17225.91","3","0","1","2-Standard","3","D","25-34","1. Excellent(<20%)","9-15k","paid"
"34","Female","Divorced","8866.9","Employed","0.283","721","28483.8","Car","10.88","36","C1","3","9826.93","3941.49","0","1","1","2-Standard","3","C","25-34","2. Standard(20-35%)","21k","paid"
"26","Male","Divorced","110480.57","Employed","0.034","733","30265.5","Medical","12.37","60","C5","6","161980.91","14826.57","1","0","1","2-Standard","5","C","25-34","1. Excellent(<20%)","21k","paid"
"21","Male","Married","24902.64","Employed","0.276","597","4857.38","Debt consolidation","16.34","36","E5","5","17610.17","5462.04","3","0","1","2-Standard","3","E","<25","2. Standard(20-35%)","<9k","paid"
